S/N,Date,Branch,Pizza Sold,Price,Quantity,Time,Time Range,,
294,12/5/2015,Gbagada,Chicken Legend,2000,5,8:09:11 AM,Before 9:00am,,
295,12/11/2015,Lekki,Beef Suya,3000,4,8:09:11 AM,Before 9:00am,,
296,12/6/2015,Ibadan,Meatzaa,2000,3,8:09:16 AM,Before 9:00am,,
297,12/12/2015,Lekki,Chicken Bali,2000,1,8:09:20 AM,Before 9:00am,,
298,12/3/2015,Surulere,Margarita,4000,4,8:09:23 AM,Before 9:00am,,
299,12/10/2015,Ibadan,Pepperoni Suya,3000,3,8:09:28 AM,Before 9:00am,,
300,12/11/2015,Lekki,Meatzaa,2000,3,8:09:28 AM,Before 9:00am,,
301,12/13/2015,Lekki,Veggie Supreme,3000,5,8:09:29 AM,Before 9:00am,,
302,12/12/2015,Surulere,Hot Veggie,4000,1,8:09:33 AM,Before 9:00am,,
303,12/7/2015,Surulere,Margarita,4000,4,8:09:33 AM,Before 9:00am,,
304,12/6/2015,Ibadan,Chicken Legend,2000,3,8:09:37 AM,Before 9:00am,,
305,12/4/2015,Gbagada,Italiano,3000,2,8:09:39 AM,Before 9:00am,,
306,12/8/2015,Surulere,BBQ Philly Steak,4000,5,8:09:39 AM,Before 9:00am,,
307,12/15/2015,Surulere,Beef Suya,3000,2,8:09:41 AM,Before 9:00am,,
308,12/15/2015,Lekki,BBQ Philly Steak,4000,2,8:09:45 AM,Before 9:00am,,
309,12/11/2015,Surulere,Beef Suya,3000,2,8:09:46 AM,Before 9:00am,,
310,12/6/2015,Ikoyi,BBQ Philly Steak,4000,5,8:09:47 AM,Before 9:00am,,
311,12/9/2015,Gbagada,Italiano,3000,5,8:09:47 AM,Before 9:00am,,
312,12/3/2015,Gbagada,Veggie Supreme,3000,1,8:09:47 AM,Before 9:00am,,
313,12/10/2015,Surulere,Hot Veggie,4000,3,8:09:49 AM,Before 9:00am,,
314,12/5/2015,Ikoyi,Pepperoni Feast,4000,2,8:09:54 AM,Before 9:00am,,
315,12/14/2015,Gbagada,Hot Veggie,4000,4,8:09:55 AM,Before 9:00am,,
316,12/8/2015,Gbagada,BBQ Chicken,4000,3,8:09:55 AM,Before 9:00am,,
317,12/5/2015,Lekki,Hot Pepperoni Feast,4000,5,8:09:59 AM,Before 9:00am,,
318,12/4/2015,Ikoyi,Margarita,4000,5,8:10:00 AM,Before 9:00am,,
319,12/15/2015,Surulere,Chicken Feast,2000,5,8:10:08 AM,Before 9:00am,,
320,12/7/2015,Surulere,BBQ Chicken,4000,4,8:10:08 AM,Before 9:00am,,
321,12/4/2015,Gbagada,Pepperoni Suya,3000,5,8:10:10 AM,Before 9:00am,,
322,12/4/2015,Lekki,Chicken Feast,2000,5,8:10:11 AM,Before 9:00am,,
323,12/5/2015,Surulere,Hot Pepperoni Feast,4000,1,8:10:12 AM,Before 9:00am,,
324,12/3/2015,Ikoyi,Pepperoni Feast,4000,1,8:10:14 AM,Before 9:00am,,
325,12/5/2015,Ikoyi,Chicken Legend,2000,1,8:10:15 AM,Before 9:00am,,
326,12/8/2015,Lekki,Beef Suya,3000,5,8:10:18 AM,Before 9:00am,,
327,12/5/2015,Surulere,Chicken Bali,2000,2,8:10:18 AM,Before 9:00am,,
328,12/7/2015,Lekki,Chicken Bali,2000,3,8:10:18 AM,Before 9:00am,,
329,12/8/2015,Lekki,Pepperoni Suya,3000,5,8:10:22 AM,Before 9:00am,,
330,12/5/2015,Lekki,Chicken Legend,2000,5,8:10:25 AM,Before 9:00am,,
331,12/4/2015,Ibadan,Hot Pepperoni Feast,4000,5,8:10:26 AM,Before 9:00am,,
332,12/3/2015,Ikoyi,Chicken Feast,2000,1,8:10:33 AM,Before 9:00am,,
333,12/10/2015,Ibadan,Margarita,4000,4,8:10:35 AM,Before 9:00am,,
334,12/9/2015,Gbagada,Extravaganza,2000,5,8:10:37 AM,Before 9:00am,,
335,12/6/2015,Gbagada,Veggie Supreme,3000,1,8:10:37 AM,Before 9:00am,,
336,12/8/2015,Lekki,Veggie Supreme,3000,1,8:10:38 AM,Before 9:00am,,
337,12/12/2015,Surulere,Pepperoni Feast,4000,2,8:10:42 AM,Before 9:00am,,
338,12/10/2015,Ikoyi,Pepperoni Suya,3000,5,8:10:43 AM,Before 9:00am,,
339,12/9/2015,Lekki,Italiano,3000,5,8:10:45 AM,Before 9:00am,,
340,12/12/2015,Surulere,Italiano,3000,1,8:10:49 AM,Before 9:00am,,
341,12/6/2015,Surulere,Pepperoni Suya,3000,1,8:10:54 AM,Before 9:00am,,
342,12/7/2015,Surulere,Chicken Legend,2000,5,8:10:56 AM,Before 9:00am,,
343,12/15/2015,Gbagada,Chicken Legend,2000,1,8:11:00 AM,Before 9:00am,,
344,12/10/2015,Surulere,Hot Veggie,4000,5,8:11:02 AM,Before 9:00am,,
345,12/11/2015,Ibadan,Pepperoni Suya,3000,4,8:11:05 AM,Before 9:00am,,
346,12/13/2015,Lekki,Veggie Supreme,3000,5,8:11:06 AM,Before 9:00am,,
347,12/3/2015,Gbagada,Italiano,3000,1,8:11:08 AM,Before 9:00am,,
348,12/14/2015,Lekki,Pepperoni Feast,4000,5,8:11:13 AM,Before 9:00am,,
349,12/4/2015,Surulere,Hot Pepperoni Feast,4000,5,8:11:13 AM,Before 9:00am,,
350,12/10/2015,Ibadan,Veggie Supreme,3000,4,8:11:14 AM,Before 9:00am,,
351,12/10/2015,Gbagada,Pepperoni Suya,3000,3,8:11:15 AM,Before 9:00am,,
352,12/12/2015,Ikoyi,Margarita,4000,3,8:11:17 AM,Before 9:00am,,
353,12/13/2015,Gbagada,Veggie Supreme,3000,2,8:11:19 AM,Before 9:00am,,
354,12/4/2015,Gbagada,Hot Pepperoni Feast,4000,5,8:11:19 AM,Before 9:00am,,
355,12/15/2015,Ibadan,Chicken Bali,2000,4,8:11:19 AM,Before 9:00am,,
356,12/3/2015,Ikoyi,Italiano,3000,3,8:11:22 AM,Before 9:00am,,
357,12/12/2015,Ibadan,Hot Veggie,4000,4,8:11:22 AM,Before 9:00am,,
358,12/10/2015,Surulere,Hot Veggie,4000,5,8:11:23 AM,Before 9:00am,,
359,12/10/2015,Gbagada,Extravaganza,2000,3,8:11:23 AM,Before 9:00am,,
360,12/7/2015,Gbagada,Chicken Bali,2000,1,8:11:26 AM,Before 9:00am,,
361,12/13/2015,Surulere,Hot Pepperoni Feast,4000,5,8:11:26 AM,Before 9:00am,,
362,12/13/2015,Gbagada,Extravaganza,2000,1,8:11:27 AM,Before 9:00am,,
363,12/14/2015,Ibadan,Chicken Feast,2000,4,8:11:27 AM,Before 9:00am,,
364,12/6/2015,Ibadan,Margarita,4000,3,8:11:29 AM,Before 9:00am,,
365,12/11/2015,Ibadan,Chicken Legend,2000,5,8:11:31 AM,Before 9:00am,,
366,12/7/2015,Ikoyi,BBQ Philly Steak,4000,1,8:11:33 AM,Before 9:00am,,
367,12/14/2015,Gbagada,Meatzaa,2000,1,8:11:36 AM,Before 9:00am,,
368,12/5/2015,Ikoyi,BBQ Philly Steak,4000,5,8:11:40 AM,Before 9:00am,,
369,12/6/2015,Lekki,Chicken Feast,2000,4,8:11:42 AM,Before 9:00am,,
370,12/13/2015,Ikoyi,Pepperoni Feast,4000,2,8:11:43 AM,Before 9:00am,,
371,12/12/2015,Ikoyi,Pepperoni Feast,4000,1,8:11:45 AM,Before 9:00am,,
372,12/14/2015,Gbagada,Margarita,4000,3,8:11:46 AM,Before 9:00am,,
373,12/13/2015,Ikoyi,Hot Pepperoni Feast,4000,5,8:11:46 AM,Before 9:00am,,
374,12/15/2015,Lekki,Chicken Feast,2000,1,8:11:47 AM,Before 9:00am,,
375,12/13/2015,Surulere,Margarita,4000,5,8:11:49 AM,Before 9:00am,,
376,12/7/2015,Lekki,Chicken Legend,2000,3,8:11:49 AM,Before 9:00am,,
377,12/12/2015,Lekki,Veggie Supreme,3000,2,8:11:51 AM,Before 9:00am,,
378,12/14/2015,Ikoyi,Hot Veggie,4000,1,8:11:55 AM,Before 9:00am,,
379,12/15/2015,Ikoyi,Italiano,3000,4,8:11:58 AM,Before 9:00am,,
380,12/9/2015,Surulere,Margarita,4000,5,8:11:58 AM,Before 9:00am,,
381,12/13/2015,Gbagada,Italiano,3000,2,8:11:59 AM,Before 9:00am,,
382,12/14/2015,Lekki,Italiano,3000,5,8:12:02 AM,Before 9:00am,,
383,12/4/2015,Surulere,Chicken Suya,4000,5,8:12:06 AM,Before 9:00am,,
384,12/9/2015,Surulere,Hot Pepperoni Feast,4000,4,8:12:07 AM,Before 9:00am,,
385,12/8/2015,Surulere,Chicken Feast,2000,3,8:12:09 AM,Before 9:00am,,
386,12/5/2015,Ikoyi,Chicken Feast,2000,5,8:12:11 AM,Before 9:00am,,
387,12/10/2015,Ibadan,Pepperoni Suya,3000,3,8:12:11 AM,Before 9:00am,,
388,12/6/2015,Ibadan,Pepperoni Suya,3000,4,8:12:17 AM,Before 9:00am,,
389,12/3/2015,Lekki,Chicken Legend,2000,3,8:12:18 AM,Before 9:00am,,
390,12/13/2015,Ikoyi,Hot Pepperoni Feast,4000,4,8:12:18 AM,Before 9:00am,,
391,12/8/2015,Ikoyi,Italiano,3000,1,8:12:20 AM,Before 9:00am,,
392,12/5/2015,Gbagada,Veggie Supreme,3000,2,8:12:21 AM,Before 9:00am,,
393,12/11/2015,Lekki,Extravaganza,2000,1,8:12:22 AM,Before 9:00am,,
394,12/14/2015,Ikoyi,Veggie Supreme,3000,4,8:12:23 AM,Before 9:00am,,
395,12/12/2015,Surulere,BBQ Philly Steak,4000,5,8:12:24 AM,Before 9:00am,,
396,12/6/2015,Gbagada,Beef Suya,3000,5,8:12:27 AM,Before 9:00am,,
397,12/11/2015,Lekki,Margarita,4000,2,8:12:30 AM,Before 9:00am,,
398,12/11/2015,Ibadan,BBQ Philly Steak,4000,5,8:12:31 AM,Before 9:00am,,
399,12/4/2015,Gbagada,Hot Veggie,4000,1,8:12:31 AM,Before 9:00am,,
400,12/14/2015,Lekki,Hot Veggie,4000,5,8:12:33 AM,Before 9:00am,,
401,12/15/2015,Surulere,Margarita,4000,1,8:12:35 AM,Before 9:00am,,
402,12/7/2015,Ibadan,Extravaganza,2000,1,8:12:38 AM,Before 9:00am,,
403,12/3/2015,Lekki,Pepperoni Suya,3000,4,8:12:40 AM,Before 9:00am,,
404,12/7/2015,Ikoyi,Chicken Bali,2000,4,8:12:44 AM,Before 9:00am,,
405,12/6/2015,Ibadan,Veggie Supreme,3000,2,8:12:45 AM,Before 9:00am,,
406,12/10/2015,Surulere,Italiano,3000,4,8:12:45 AM,Before 9:00am,,
407,12/3/2015,Ibadan,Chicken Feast,2000,5,8:12:46 AM,Before 9:00am,,
408,12/9/2015,Ibadan,Meatzaa,2000,1,8:12:47 AM,Before 9:00am,,
409,12/8/2015,Ibadan,Veggie Supreme,3000,5,8:12:50 AM,Before 9:00am,,
410,12/5/2015,Ibadan,Beef Suya,3000,4,8:12:50 AM,Before 9:00am,,
411,12/3/2015,Ikoyi,Meatzaa,2000,5,8:12:51 AM,Before 9:00am,,
412,12/11/2015,Ikoyi,Chicken Legend,2000,2,8:12:52 AM,Before 9:00am,,
413,12/5/2015,Lekki,Meatzaa,2000,4,8:12:57 AM,Before 9:00am,,
414,12/13/2015,Ikoyi,Veggie Supreme,3000,3,8:12:59 AM,Before 9:00am,,
415,12/5/2015,Surulere,Beef Suya,3000,3,8:12:59 AM,Before 9:00am,,
416,12/12/2015,Lekki,Meatzaa,2000,4,8:12:59 AM,Before 9:00am,,
417,12/7/2015,Ikoyi,Veggie Supreme,3000,1,8:13:00 AM,Before 9:00am,,
418,12/5/2015,Lekki,Beef Suya,3000,2,8:13:00 AM,Before 9:00am,,
419,12/11/2015,Ikoyi,Beef Suya,3000,5,8:13:01 AM,Before 9:00am,,
420,12/4/2015,Ibadan,Hot Veggie,4000,3,8:13:02 AM,Before 9:00am,,
421,12/5/2015,Ikoyi,Chicken Bali,2000,3,8:13:02 AM,Before 9:00am,,
422,12/15/2015,Ibadan,Meatzaa,2000,5,8:13:03 AM,Before 9:00am,,
423,12/7/2015,Ibadan,Chicken Feast,2000,2,8:13:05 AM,Before 9:00am,,
424,12/3/2015,Gbagada,BBQ Philly Steak,4000,4,8:13:05 AM,Before 9:00am,,
425,12/10/2015,Ibadan,Italiano,3000,2,8:13:05 AM,Before 9:00am,,
426,12/15/2015,Lekki,Pepperoni Suya,3000,1,8:13:06 AM,Before 9:00am,,
427,12/5/2015,Ikoyi,Meatzaa,2000,2,8:13:06 AM,Before 9:00am,,
428,12/9/2015,Ikoyi,Beef Suya,3000,2,8:13:07 AM,Before 9:00am,,
429,12/4/2015,Lekki,Meatzaa,2000,5,8:13:07 AM,Before 9:00am,,
430,12/11/2015,Ikoyi,Chicken Suya,4000,2,8:13:11 AM,Before 9:00am,,
431,12/5/2015,Surulere,Chicken Bali,2000,4,8:13:18 AM,Before 9:00am,,
432,12/15/2015,Gbagada,Chicken Legend,2000,4,8:13:20 AM,Before 9:00am,,
433,12/14/2015,Ibadan,Chicken Legend,2000,1,8:13:22 AM,Before 9:00am,,
434,12/9/2015,Ikoyi,Pepperoni Feast,4000,5,8:13:23 AM,Before 9:00am,,
435,12/15/2015,Ibadan,Chicken Feast,2000,3,8:13:26 AM,Before 9:00am,,
436,12/5/2015,Ikoyi,Chicken Suya,4000,4,8:13:28 AM,Before 9:00am,,
437,12/4/2015,Ibadan,Beef Suya,3000,3,8:13:35 AM,Before 9:00am,,
438,12/7/2015,Ikoyi,Chicken Legend,2000,1,8:13:37 AM,Before 9:00am,,
439,12/9/2015,Lekki,Italiano,3000,3,8:13:38 AM,Before 9:00am,,
440,12/10/2015,Lekki,BBQ Philly Steak,4000,5,8:13:40 AM,Before 9:00am,,
441,12/10/2015,Ibadan,Margarita,4000,3,8:13:50 AM,Before 9:00am,,
442,12/10/2015,Gbagada,Meatzaa,2000,3,8:13:51 AM,Before 9:00am,,
443,12/6/2015,Ibadan,Chicken Bali,2000,4,8:13:53 AM,Before 9:00am,,
444,12/15/2015,Ibadan,Hot Veggie,4000,2,8:13:57 AM,Before 9:00am,,
445,12/10/2015,Ikoyi,Pepperoni Suya,3000,3,8:13:57 AM,Before 9:00am,,
446,12/3/2015,Ibadan,Pepperoni Feast,4000,4,8:13:59 AM,Before 9:00am,,
447,12/4/2015,Surulere,Veggie Supreme,3000,5,8:14:00 AM,Before 9:00am,,
448,12/11/2015,Lekki,BBQ Philly Steak,4000,2,8:14:02 AM,Before 9:00am,,
449,12/6/2015,Lekki,BBQ Philly Steak,4000,1,8:14:03 AM,Before 9:00am,,
450,12/8/2015,Surulere,Chicken Bali,2000,3,8:14:03 AM,Before 9:00am,,
451,12/12/2015,Lekki,Chicken Legend,2000,1,8:14:05 AM,Before 9:00am,,
452,12/5/2015,Lekki,Chicken Suya,4000,3,8:14:06 AM,Before 9:00am,,
453,12/9/2015,Gbagada,Pepperoni Feast,4000,1,8:14:11 AM,Before 9:00am,,
454,12/11/2015,Ibadan,Chicken Legend,2000,1,8:14:13 AM,Before 9:00am,,
455,12/12/2015,Ibadan,Extravaganza,2000,5,8:14:14 AM,Before 9:00am,,
456,12/6/2015,Ibadan,Hot Pepperoni Feast,4000,2,8:14:15 AM,Before 9:00am,,
457,12/4/2015,Ikoyi,Extravaganza,2000,3,8:14:21 AM,Before 9:00am,,
458,12/12/2015,Ibadan,Extravaganza,2000,2,8:14:23 AM,Before 9:00am,,
459,12/8/2015,Surulere,Chicken Suya,4000,3,8:14:23 AM,Before 9:00am,,
460,12/13/2015,Gbagada,Pepperoni Feast,4000,3,8:14:29 AM,Before 9:00am,,
461,12/10/2015,Lekki,Veggie Supreme,3000,3,8:14:33 AM,Before 9:00am,,
462,12/4/2015,Gbagada,Pepperoni Suya,3000,5,8:14:36 AM,Before 9:00am,,
463,12/6/2015,Lekki,Extravaganza,2000,2,8:14:47 AM,Before 9:00am,,
464,12/4/2015,Gbagada,Meatzaa,2000,4,8:14:53 AM,Before 9:00am,,
465,12/6/2015,Gbagada,Extravaganza,2000,1,8:14:55 AM,Before 9:00am,,
466,12/7/2015,Ikoyi,Meatzaa,2000,2,8:14:58 AM,Before 9:00am,,
467,12/14/2015,Ikoyi,Chicken Bali,2000,1,8:14:58 AM,Before 9:00am,,
468,12/6/2015,Lekki,Hot Veggie,4000,5,8:15:00 AM,Before 9:00am,,
469,12/15/2015,Gbagada,BBQ Chicken,4000,3,8:15:02 AM,Before 9:00am,,
470,12/3/2015,Ibadan,Beef Suya,3000,4,8:15:04 AM,Before 9:00am,,
471,12/13/2015,Surulere,Beef Suya,3000,1,8:15:04 AM,Before 9:00am,,
472,12/7/2015,Ikoyi,Pepperoni Feast,4000,4,8:15:08 AM,Before 9:00am,,
473,12/12/2015,Lekki,Hot Pepperoni Feast,4000,3,8:15:12 AM,Before 9:00am,,
474,12/14/2015,Ibadan,Beef Suya,3000,2,8:15:14 AM,Before 9:00am,,
475,12/11/2015,Ibadan,Meatzaa,2000,3,8:15:18 AM,Before 9:00am,,
476,12/11/2015,Ibadan,Pepperoni Feast,4000,2,8:15:18 AM,Before 9:00am,,
477,12/5/2015,Ibadan,Margarita,4000,5,8:15:21 AM,Before 9:00am,,
478,12/5/2015,Ikoyi,BBQ Philly Steak,4000,2,8:15:24 AM,Before 9:00am,,
479,12/11/2015,Ibadan,Italiano,3000,2,8:15:24 AM,Before 9:00am,,
480,12/8/2015,Lekki,Chicken Legend,2000,2,8:15:25 AM,Before 9:00am,,
481,12/12/2015,Ibadan,Beef Suya,3000,4,8:15:30 AM,Before 9:00am,,
482,12/10/2015,Ibadan,Chicken Suya,4000,4,8:15:31 AM,Before 9:00am,,
483,12/13/2015,Ikoyi,Italiano,3000,5,8:15:36 AM,Before 9:00am,,
484,12/9/2015,Ibadan,Meatzaa,2000,4,8:15:36 AM,Before 9:00am,,
485,12/11/2015,Surulere,Beef Suya,3000,3,8:15:38 AM,Before 9:00am,,
486,12/13/2015,Ikoyi,Chicken Feast,2000,2,8:15:39 AM,Before 9:00am,,
487,12/9/2015,Gbagada,Chicken Feast,2000,3,8:15:39 AM,Before 9:00am,,
488,12/8/2015,Gbagada,Hot Veggie,4000,4,8:15:45 AM,Before 9:00am,,
489,12/14/2015,Lekki,Chicken Suya,4000,5,8:15:47 AM,Before 9:00am,,
490,12/5/2015,Gbagada,Veggie Supreme,3000,2,8:15:48 AM,Before 9:00am,,
491,12/12/2015,Ikoyi,Hot Veggie,4000,4,8:15:51 AM,Before 9:00am,,
492,12/4/2015,Ikoyi,Pepperoni Suya,3000,4,8:15:52 AM,Before 9:00am,,
493,12/3/2015,Ibadan,Chicken Suya,4000,5,8:15:54 AM,Before 9:00am,,
494,12/9/2015,Ibadan,Meatzaa,2000,1,8:15:57 AM,Before 9:00am,,
495,12/5/2015,Lekki,Chicken Feast,2000,1,8:15:59 AM,Before 9:00am,,
496,12/15/2015,Ikoyi,Pepperoni Feast,4000,5,8:16:07 AM,Before 9:00am,,
497,12/4/2015,Gbagada,Hot Pepperoni Feast,4000,3,8:16:10 AM,Before 9:00am,,
498,12/6/2015,Ibadan,Pepperoni Suya,3000,4,8:16:10 AM,Before 9:00am,,
499,12/7/2015,Lekki,Chicken Suya,4000,5,8:16:13 AM,Before 9:00am,,
500,12/3/2015,Ikoyi,Pepperoni Feast,4000,2,8:16:16 AM,Before 9:00am,,
501,12/6/2015,Surulere,Hot Veggie,4000,5,8:16:17 AM,Before 9:00am,,
502,12/14/2015,Ibadan,Veggie Supreme,3000,4,8:16:19 AM,Before 9:00am,,
503,12/6/2015,Surulere,Hot Pepperoni Feast,4000,5,8:16:19 AM,Before 9:00am,,
504,12/9/2015,Gbagada,Chicken Suya,4000,1,8:16:20 AM,Before 9:00am,,
505,12/13/2015,Lekki,Chicken Suya,4000,4,8:16:21 AM,Before 9:00am,,
506,12/5/2015,Ikoyi,Veggie Supreme,3000,2,8:16:21 AM,Before 9:00am,,
507,12/6/2015,Gbagada,Veggie Supreme,3000,3,8:16:22 AM,Before 9:00am,,
508,12/10/2015,Ikoyi,Hot Pepperoni Feast,4000,1,8:16:25 AM,Before 9:00am,,
509,12/10/2015,Ibadan,Hot Veggie,4000,2,8:16:29 AM,Before 9:00am,,
510,12/14/2015,Lekki,Chicken Legend,2000,2,8:16:35 AM,Before 9:00am,,
511,12/5/2015,Ikoyi,Meatzaa,2000,5,8:16:36 AM,Before 9:00am,,
512,12/5/2015,Gbagada,Chicken Suya,4000,3,8:16:36 AM,Before 9:00am,,
513,12/13/2015,Gbagada,Pepperoni Suya,3000,5,8:16:36 AM,Before 9:00am,,
514,12/14/2015,Surulere,Chicken Bali,2000,5,8:16:38 AM,Before 9:00am,,
515,12/6/2015,Lekki,Margarita,4000,1,8:16:43 AM,Before 9:00am,,
516,12/3/2015,Ikoyi,BBQ Chicken,4000,1,8:16:43 AM,Before 9:00am,,
517,12/6/2015,Gbagada,Pepperoni Suya,3000,1,8:16:44 AM,Before 9:00am,,
518,12/5/2015,Gbagada,Pepperoni Suya,3000,2,8:16:46 AM,Before 9:00am,,
519,12/5/2015,Ikoyi,Italiano,3000,4,8:16:49 AM,Before 9:00am,,
520,12/6/2015,Surulere,Chicken Feast,2000,1,8:16:54 AM,Before 9:00am,,
521,12/5/2015,Ikoyi,Italiano,3000,4,8:16:55 AM,Before 9:00am,,
522,12/14/2015,Gbagada,Pepperoni Feast,4000,3,8:16:58 AM,Before 9:00am,,
523,12/5/2015,Ikoyi,BBQ Philly Steak,4000,2,8:17:06 AM,Before 9:00am,,
524,12/6/2015,Surulere,Veggie Supreme,3000,3,8:17:08 AM,Before 9:00am,,
525,12/3/2015,Ibadan,Hot Veggie,4000,1,8:17:09 AM,Before 9:00am,,
526,12/13/2015,Gbagada,Pepperoni Feast,4000,4,8:17:11 AM,Before 9:00am,,
527,12/6/2015,Ikoyi,Hot Veggie,4000,5,8:17:12 AM,Before 9:00am,,
528,12/5/2015,Ibadan,Chicken Feast,2000,4,8:17:16 AM,Before 9:00am,,
529,12/8/2015,Ikoyi,Chicken Suya,4000,1,8:17:21 AM,Before 9:00am,,
530,12/15/2015,Ibadan,Margarita,4000,2,8:17:21 AM,Before 9:00am,,
531,12/13/2015,Surulere,Hot Veggie,4000,3,8:17:23 AM,Before 9:00am,,
532,12/7/2015,Lekki,BBQ Chicken,4000,1,8:17:23 AM,Before 9:00am,,
533,12/9/2015,Surulere,Chicken Feast,2000,2,8:17:28 AM,Before 9:00am,,
534,12/8/2015,Ikoyi,Margarita,4000,5,8:17:29 AM,Before 9:00am,,
535,12/6/2015,Lekki,Hot Pepperoni Feast,4000,3,8:17:30 AM,Before 9:00am,,
536,12/9/2015,Ikoyi,Pepperoni Suya,3000,5,8:17:31 AM,Before 9:00am,,
537,12/3/2015,Gbagada,BBQ Philly Steak,4000,5,8:17:31 AM,Before 9:00am,,
538,12/5/2015,Ibadan,Chicken Feast,2000,3,8:17:33 AM,Before 9:00am,,
539,12/12/2015,Ikoyi,Extravaganza,2000,3,8:17:34 AM,Before 9:00am,,
540,12/8/2015,Ikoyi,Hot Pepperoni Feast,4000,3,8:17:35 AM,Before 9:00am,,
541,12/14/2015,Ibadan,Chicken Suya,4000,1,8:17:35 AM,Before 9:00am,,
542,12/7/2015,Ibadan,BBQ Philly Steak,4000,5,8:17:36 AM,Before 9:00am,,
543,12/10/2015,Lekki,Margarita,4000,5,8:17:37 AM,Before 9:00am,,
544,12/14/2015,Gbagada,Pepperoni Feast,4000,2,8:17:38 AM,Before 9:00am,,
545,12/10/2015,Surulere,BBQ Chicken,4000,2,8:17:39 AM,Before 9:00am,,
546,12/13/2015,Ibadan,Extravaganza,2000,2,8:17:41 AM,Before 9:00am,,
547,12/6/2015,Ibadan,Chicken Feast,2000,1,8:17:43 AM,Before 9:00am,,
548,12/13/2015,Ibadan,Hot Veggie,4000,5,8:17:53 AM,Before 9:00am,,
549,12/14/2015,Ibadan,Chicken Feast,2000,1,8:17:56 AM,Before 9:00am,,
550,12/8/2015,Ibadan,Pepperoni Feast,4000,1,8:17:59 AM,Before 9:00am,,
551,12/15/2015,Ikoyi,Meatzaa,2000,5,8:18:02 AM,Before 9:00am,,
552,12/3/2015,Ikoyi,Extravaganza,2000,3,8:18:02 AM,Before 9:00am,,
553,12/5/2015,Gbagada,Chicken Legend,2000,4,8:18:03 AM,Before 9:00am,,
554,12/14/2015,Lekki,BBQ Chicken,4000,2,8:18:03 AM,Before 9:00am,,
555,12/12/2015,Ikoyi,Veggie Supreme,3000,5,8:18:05 AM,Before 9:00am,,
556,12/14/2015,Ibadan,BBQ Philly Steak,4000,1,8:18:06 AM,Before 9:00am,,
557,12/9/2015,Surulere,Hot Veggie,4000,3,8:18:08 AM,Before 9:00am,,
558,12/4/2015,Ikoyi,Italiano,3000,4,8:18:08 AM,Before 9:00am,,
559,12/10/2015,Surulere,Chicken Bali,2000,5,8:18:11 AM,Before 9:00am,,
560,12/7/2015,Lekki,Italiano,3000,2,8:18:11 AM,Before 9:00am,,
561,12/15/2015,Gbagada,Pepperoni Suya,3000,3,8:18:11 AM,Before 9:00am,,
562,12/3/2015,Ibadan,Meatzaa,2000,1,8:18:16 AM,Before 9:00am,,
563,12/15/2015,Gbagada,Pepperoni Feast,4000,3,8:18:17 AM,Before 9:00am,,
564,12/9/2015,Ibadan,Beef Suya,3000,1,8:18:19 AM,Before 9:00am,,
565,12/7/2015,Surulere,BBQ Philly Steak,4000,3,8:18:19 AM,Before 9:00am,,
566,12/4/2015,Ikoyi,Hot Veggie,4000,1,8:18:22 AM,Before 9:00am,,
567,12/7/2015,Lekki,Meatzaa,2000,2,8:18:24 AM,Before 9:00am,,
568,12/14/2015,Ibadan,Chicken Feast,2000,3,8:18:32 AM,Before 9:00am,,
569,12/14/2015,Ibadan,Italiano,3000,3,8:18:32 AM,Before 9:00am,,
570,12/7/2015,Ibadan,Margarita,4000,2,8:18:34 AM,Before 9:00am,,
571,12/12/2015,Lekki,Chicken Suya,4000,3,8:18:34 AM,Before 9:00am,,
572,12/13/2015,Gbagada,Hot Pepperoni Feast,4000,3,8:18:36 AM,Before 9:00am,,
573,12/5/2015,Gbagada,Pepperoni Suya,3000,5,8:18:38 AM,Before 9:00am,,
574,12/6/2015,Ikoyi,Pepperoni Suya,3000,3,8:18:39 AM,Before 9:00am,,
575,12/4/2015,Lekki,Chicken Suya,4000,4,8:18:42 AM,Before 9:00am,,
576,12/14/2015,Ibadan,Veggie Supreme,3000,5,8:18:43 AM,Before 9:00am,,
577,12/10/2015,Surulere,Veggie Supreme,3000,5,8:18:45 AM,Before 9:00am,,
578,12/13/2015,Ibadan,Margarita,4000,3,8:18:46 AM,Before 9:00am,,
579,12/11/2015,Gbagada,Extravaganza,2000,1,8:18:46 AM,Before 9:00am,,
580,12/14/2015,Ibadan,Chicken Legend,2000,5,8:18:48 AM,Before 9:00am,,
581,12/8/2015,Gbagada,Pepperoni Suya,3000,2,8:18:49 AM,Before 9:00am,,
582,12/9/2015,Ikoyi,BBQ Chicken,4000,1,8:18:52 AM,Before 9:00am,,
583,12/13/2015,Gbagada,Pepperoni Suya,3000,3,8:18:52 AM,Before 9:00am,,
584,12/11/2015,Surulere,Chicken Feast,2000,2,8:18:55 AM,Before 9:00am,,
585,12/8/2015,Gbagada,Hot Veggie,4000,4,8:18:57 AM,Before 9:00am,,
586,12/5/2015,Lekki,Chicken Legend,2000,5,8:19:01 AM,Before 9:00am,,
587,12/9/2015,Surulere,Chicken Suya,4000,5,8:19:01 AM,Before 9:00am,,
588,12/9/2015,Ibadan,BBQ Philly Steak,4000,5,8:19:02 AM,Before 9:00am,,
589,12/6/2015,Surulere,Margarita,4000,2,8:19:03 AM,Before 9:00am,,
